green_initiative,employees,man_exp,foreign,fin_obst,,green_strategy,energy_tax,sector
Not Green,5,11,Domestic,Moderate obstcale,,No,No,Retail
Not Green,5,20,Domestic,No obstcale,,No,No,Retail
Not Green,7,18,Foreign,Moderate obstcale,,No,No,Retail
Not Green,10,25,Domestic,Major obstcale,,No,No,Retail
Not Green,10,20,Domestic,Severe obstcale,,No,No,Manufacturing
Not Green,24,24,Domestic,Moderate obstcale,,No,No,Retail
Not Green,10,16,Domestic,No obstcale,,No,Yes,Retail
Not Green,5,15,Domestic,Major obstcale,,No,No,Retail
Not Green,5,14,Domestic,Moderate obstcale,,No,No,Retail
Not Green,5,30,Domestic,No obstcale,,No,No,Wholesale
Not Green,8,21,Domestic,Moderate obstcale,,No,No,Retail
Not Green,30,30,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,7,31,Domestic,Minor obstcale,,No,Yes,Retail
Not Green,8,36,Domestic,Moderate obstcale,,No,No,Retail
Not Green,7,24,Domestic,Moderate obstcale,,No,No,Retail
Not Green,7,35,Domestic,Moderate obstcale,,No,No,Retail
Not Green,21,16,Domestic,Minor obstcale,,No,Yes,Retail
Not Green,10,38,Domestic,Moderate obstcale,,No,No,Retail
Not Green,50,35,Domestic,Moderate obstcale,,No,No,Retail
Not Green,5,14,Domestic,Major obstcale,,No,No,Retail
Not Green,8,25,Domestic,No obstcale,,No,No,Retail
Not Green,5,24,Domestic,Moderate obstcale,,No,No,Retail
Not Green,10,34,Domestic,Moderate obstcale,,No,No,Retail
Not Green,11,10,Domestic,Moderate obstcale,,No,No,Retail
Not Green,6,18,Domestic,Moderate obstcale,,No,No,Retail
Not Green,35,16,Domestic,Moderate obstcale,,No,No,Services
Not Green,5,10,Domestic,Moderate obstcale,,No,No,Retail
Not Green,5,15,Domestic,No obstcale,,No,No,Retail
Not Green,5,21,Domestic,Major obstcale,,No,No,Retail
Not Green,70,38,Domestic,Moderate obstcale,,No,No,Construction
Not Green,10,32,Domestic,Moderate obstcale,,No,No,Retail
Not Green,18,15,Domestic,Moderate obstcale,,No,No,Retail
Not Green,5,35,Domestic,Moderate obstcale,,No,No,Retail
Not Green,2,18,Domestic,Major obstcale,,No,No,Retail
Not Green,8,15,Domestic,Moderate obstcale,,No,No,Retail
Not Green,10,40,Domestic,Moderate obstcale,,No,Yes,Retail
Not Green,9,25,Domestic,Moderate obstcale,,No,No,Hotel and restaurants
Not Green,12,37,Domestic,Moderate obstcale,,No,No,Hotel and restaurants
Not Green,15,17,Domestic,Moderate obstcale,,No,No,Hotel and restaurants
Not Green,15,13,Domestic,Moderate obstcale,,No,No,Retail
Not Green,7,54,Domestic,Moderate obstcale,,No,No,Hotel and restaurants
Not Green,6,23,Domestic,Moderate obstcale,,No,No,Hotel and restaurants
Not Green,12,20,Domestic,Severe obstcale,,No,No,Services
Not Green,31,10,Domestic,Moderate obstcale,,No,No,Services
Not Green,8,25,Domestic,Major obstcale,,No,No,Services
Not Green,5,20,Foreign,No obstcale,,No,Yes,Construction
Not Green,7,35,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Not Green,5,20,Domestic,Moderate obstcale,,No,No,Construction
Not Green,5,40,Domestic,Major obstcale,,No,Yes,Retail
Not Green,33,39,Domestic,Minor obstcale,,No,Yes,Manufacturing
Not Green,100,22,Domestic,No obstcale,,No,No,Wholesale
Not Green,20,20,Domestic,Moderate obstcale,,No,Yes,Retail
Not Green,5,23,Domestic,Minor obstcale,,No,No,Food
Not Green,15,25,Domestic,Minor obstcale,,No,No,Food
Not Green,12,15,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,15,16,Domestic,No obstcale,,No,No,Manufacturing
Not Green,10,58,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,17,11,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,8,20,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,5,17,Domestic,No obstcale,,No,No,Manufacturing
Not Green,6,35,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,35,12,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,8,17,Domestic,Moderate obstcale,,No,No,Garments
Not Green,60,20,Domestic,Moderate obstcale,,No,No,Garments
Not Green,11,30,Domestic,Moderate obstcale,,No,No,Garments
Not Green,60,14,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,12,20,Domestic,Major obstcale,,No,No,Garments
Not Green,12,45,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,8,32,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,7,5,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,9,10,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,17,40,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,6,14,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,12,25,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,20,40,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,18,38,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,8,42,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,9,30,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,15,40,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,9,4,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,10,20,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,10,35,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,7,30,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,20,35,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,8,35,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,5,22,Domestic,No obstcale,,No,No,Manufacturing
Not Green,12,29,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,5,40,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,20,10,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,7,24,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,9,35,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,6,35,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,12,35,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,8,42,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,17,21,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,18,10,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,7,22,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,90,30,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,9,23,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,7,30,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,5,34,Domestic,No obstcale,,No,No,Retail
Not Green,14,35,Domestic,No obstcale,,No,No,Retail
Not Green,10,25,Domestic,Moderate obstcale,,No,No,Retail
Not Green,6,10,Domestic,Moderate obstcale,,No,No,Wholesale
Not Green,30,18,Domestic,Minor obstcale,,No,No,Construction
Not Green,30,8,Domestic,No obstcale,,No,No,Food
Not Green,23,45,Domestic,Minor obstcale,,No,No,Food
Not Green,30,30,Domestic,No obstcale,,No,No,Food
Not Green,25,20,Domestic,No obstcale,,No,No,Food
Not Green,45,40,Domestic,No obstcale,,No,No,Food
Not Green,25,19,Domestic,Moderate obstcale,,No,No,Food
Not Green,25,32,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,42,12,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,43,15,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,38,14,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,100,20,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,35,40,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,31,7,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,84,20,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,70,27,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,40,45,Domestic,No obstcale,,No,No,Manufacturing
Not Green,20,25,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,35,20,Domestic,No obstcale,,No,No,Garments
Not Green,70,20,Domestic,No obstcale,,No,No,Garments
Not Green,30,30,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,22,50,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,47,15,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,70,25,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,30,44,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,44,30,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,30,15,Domestic,Minor obstcale,,No,No,Construction
Not Green,21,20,Domestic,Moderate obstcale,,No,No,Construction
Not Green,36,30,Domestic,No obstcale,,No,No,Wholesale
Not Green,14,7,Domestic,No obstcale,,No,No,Hotel and restaurants
Not Green,110,40,Domestic,Minor obstcale,,No,No,Food
Not Green,200,18,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,134,30,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,130,40,Domestic,Severe obstcale,,No,No,Manufacturing
Not Green,98,16,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,67,13,Domestic,Major obstcale,,No,No,Construction
Not Green,65,17,Domestic,Moderate obstcale,,No,No,Retail
Not Green,145,3,Domestic,Moderate obstcale,,No,No,Garments
Not Green,15,30,Domestic,Moderate obstcale,,No,No,Food
Not Green,10,10,Domestic,No obstcale,,No,No,Food
Not Green,14,19,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,6,15,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,8,16,Domestic,Moderate obstcale,,No,No,Garments
Not Green,10,20,Domestic,Severe obstcale,,No,No,Garments
Not Green,5,20,Domestic,Severe obstcale,,No,No,Manufacturing
Not Green,5,20,Domestic,No obstcale,,No,No,Manufacturing
Not Green,5,26,Domestic,Severe obstcale,,No,No,Manufacturing
Not Green,15,30,Domestic,Severe obstcale,,No,No,Manufacturing
Not Green,13,16,Domestic,Major obstcale,,No,No,Construction
Not Green,10,10,Domestic,Minor obstcale,,No,No,Retail
Not Green,5,30,Domestic,No obstcale,,No,No,Retail
Not Green,6,3,Domestic,No obstcale,,No,No,Food
Not Green,8,40,Domestic,No obstcale,,No,No,Services
Not Green,7,21,Domestic,Moderate obstcale,,No,No,Hotel and restaurants
Not Green,10,20,Domestic,Moderate obstcale,,No,No,Services
Not Green,35,25,Domestic,No obstcale,,No,No,Food
Not Green,15,10,Domestic,Minor obstcale,,No,No,Construction
Not Green,32,20,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,55,27,Domestic,No obstcale,,No,No,Manufacturing
Not Green,28,30,Foreign,Severe obstcale,,No,No,Manufacturing
Not Green,40,25,Domestic,No obstcale,,No,No,Manufacturing
Not Green,15,30,Domestic,No obstcale,,No,No,Manufacturing
Not Green,47,36,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,12,25,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,68,21,Domestic,Moderate obstcale,,No,No,Construction
Not Green,20,9,Domestic,Severe obstcale,,No,No,Construction
Not Green,15,20,Domestic,Severe obstcale,,No,No,Retail
Not Green,48,10,Domestic,Moderate obstcale,,No,No,Retail
Not Green,34,36,Domestic,Minor obstcale,,No,No,Hotel and restaurants
Not Green,109,15,Foreign,No obstcale,,No,No,Food
Not Green,110,30,Domestic,No obstcale,,No,No,Hotel and restaurants
Not Green,145,45,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,135,32,Domestic,No obstcale,,No,No,Garments
Not Green,100,36,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,125,51,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,150,35,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,129,15,Domestic,No obstcale,,No,No,Manufacturing
Not Green,40,15,Domestic,Moderate obstcale,,No,No,Construction
Not Green,25,25,Domestic,Severe obstcale,,No,No,Construction
Not Green,170,20,Domestic,Moderate obstcale,,No,No,Retail
Not Green,140,20,Domestic,No obstcale,,No,No,Services
Not Green,11,8,Domestic,Moderate obstcale,,No,No,Food
Not Green,9,18,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,13,17,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,6,15,Domestic,Minor obstcale,,No,No,Garments
Not Green,10,35,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,10,42,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,5,20,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,6,37,Domestic,Major obstcale,,No,No,Construction
Not Green,5,32,Domestic,Severe obstcale,,No,No,Manufacturing
Not Green,8,15,Domestic,Moderate obstcale,,No,No,Construction
Not Green,6,12,Domestic,Moderate obstcale,,No,No,Construction
Not Green,5,16,Domestic,Moderate obstcale,,No,No,Retail
Not Green,7,23,Domestic,Moderate obstcale,,No,No,Retail
Not Green,10,20,Domestic,Moderate obstcale,,No,No,Construction
Not Green,7,5,Domestic,Moderate obstcale,,No,No,Hotel and restaurants
Not Green,80,35,Domestic,Major obstcale,,No,No,Food
Not Green,23,20,Domestic,Major obstcale,,No,No,Food
Not Green,102,21,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,60,15,Foreign,Moderate obstcale,,No,No,Manufacturing
Not Green,38,15,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,50,20,Domestic,Moderate obstcale,,No,No,Garments
Not Green,20,30,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,35,30,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,33,45,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,28,15,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,19,15,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,35,30,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,80,35,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,38,15,Foreign,Moderate obstcale,,No,No,Manufacturing
Not Green,75,35,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,21,25,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,63,15,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,23,15,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,49,30,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,70,36,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,100,25,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,40,30,Domestic,Major obstcale,,No,No,Construction
Not Green,30,20,Domestic,Major obstcale,,No,No,Construction
Not Green,20,40,Domestic,Moderate obstcale,,No,No,Retail
Not Green,47,30,Domestic,No obstcale,,No,No,Retail
Not Green,40,50,Domestic,Moderate obstcale,,No,No,Wholesale
Not Green,240,20,Domestic,Moderate obstcale,,No,No,Food
Not Green,230,30,Foreign,Moderate obstcale,,No,No,Manufacturing
Not Green,172,30,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,115,30,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,235,22,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,230,40,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,250,28,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,143,10,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,140,18,Domestic,Moderate obstcale,,No,No,Garments
Not Green,78,20,Domestic,Moderate obstcale,,No,No,Garments
Not Green,175,25,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,224,35,Domestic,No obstcale,,No,No,Garments
Not Green,110,24,Domestic,Moderate obstcale,,No,No,Garments
Not Green,162,21,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,150,30,Domestic,No obstcale,,No,No,Manufacturing
Not Green,70,30,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,135,22,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,200,10,Foreign,Moderate obstcale,,No,No,Manufacturing
Not Green,105,12,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,137,27,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,110,35,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,120,50,Domestic,Moderate obstcale,,No,No,Construction
Not Green,200,25,Domestic,Severe obstcale,,No,No,Construction
Not Green,175,6,Domestic,Severe obstcale,,No,No,Retail
Not Green,65,30,Domestic,Moderate obstcale,,No,No,Hotel and restaurants
Not Green,15,15,Domestic,Moderate obstcale,,No,No,Food
Not Green,10,11,Domestic,Moderate obstcale,,No,No,Food
Not Green,16,8,Domestic,No obstcale,,No,No,Manufacturing
Not Green,10,22,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,15,25,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,20,35,Domestic,Major obstcale,,No,No,Wholesale
Not Green,15,15,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,14,20,Domestic,No obstcale,,No,No,Manufacturing
Not Green,13,17,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,6,10,Domestic,No obstcale,,No,No,Wholesale
Not Green,12,17,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,10,20,Domestic,Severe obstcale,,No,No,Retail
Not Green,11,34,Domestic,No obstcale,,No,No,Retail
Not Green,11,23,Domestic,No obstcale,,No,No,Services
Not Green,6,20,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,35,40,Domestic,Minor obstcale,,No,No,Food
Not Green,20,10,Domestic,Major obstcale,,No,No,Food
Not Green,64,46,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,90,28,Domestic,No obstcale,,No,No,Manufacturing
Not Green,46,15,Domestic,No obstcale,,No,No,Garments
Not Green,30,25,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,13,43,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,48,45,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,30,15,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,32,25,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,30,10,Domestic,No obstcale,,No,No,Manufacturing
Not Green,48,17,Domestic,Moderate obstcale,,No,No,Construction
Not Green,90,50,Domestic,Moderate obstcale,,No,No,Construction
Not Green,65,42,Domestic,Moderate obstcale,,No,No,Retail
Not Green,30,25,Domestic,No obstcale,,No,No,Manufacturing
Not Green,30,38,Domestic,Major obstcale,,No,No,Services
Not Green,37,25,Domestic,Moderate obstcale,,No,No,Hotel and restaurants
Not Green,147,11,Domestic,Moderate obstcale,,No,No,Food
Not Green,80,35,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,53,20,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,120,30,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,123,50,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,160,30,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,105,20,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,185,25,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,140,48,Domestic,No obstcale,,No,No,Manufacturing
Not Green,163,45,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,180,15,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,130,40,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,166,40,Domestic,No obstcale,,No,No,Manufacturing
Not Green,120,43,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,100,25,Domestic,Major obstcale,,No,No,Construction
Not Green,26,22,Domestic,Moderate obstcale,,No,No,Construction
Not Green,150,40,Domestic,Moderate obstcale,,No,No,Construction
Not Green,15,20,Domestic,Severe obstcale,,No,No,Manufacturing
Not Green,7,19,Domestic,Minor obstcale,,No,No,Garments
Not Green,5,30,Domestic,Severe obstcale,,No,No,Manufacturing
Not Green,7,40,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,6,30,Domestic,Severe obstcale,,No,No,Manufacturing
Not Green,7,34,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,7,25,Domestic,Severe obstcale,,No,No,Construction
Not Green,11,20,Domestic,Moderate obstcale,,No,No,Wholesale
Not Green,4,20,Domestic,Minor obstcale,,No,No,Retail
Not Green,6,30,Domestic,Major obstcale,,No,No,Wholesale
Not Green,25,20,Domestic,Minor obstcale,,No,No,Services
Not Green,13,15,Domestic,Minor obstcale,,No,No,Hotel and restaurants
Not Green,18,20,Domestic,Severe obstcale,,No,No,Services
Not Green,23,17,Domestic,Moderate obstcale,,No,No,Food
Not Green,57,28,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,100,10,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,30,20,Domestic,Severe obstcale,,No,No,Manufacturing
Not Green,15,25,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,81,14,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,25,25,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,38,15,Domestic,Moderate obstcale,,No,No,Manufacturing
